datetime,ets150d0,erefaod0
2011-07-13 00:00:00+00:00,0.4,1.6
2011-07-14 00:00:00+00:00,0.5,2.2
2011-07-15 00:00:00+00:00,0.87,3.0
2011-07-16 00:00:00+00:00,4.57,4.6
2011-07-17 00:00:00+00:00,1.05,3.3
2011-07-18 00:00:00+00:00,0.44,2.1
2011-07-19 00:00:00+00:00,1.67,3.7
2011-07-20 00:00:00+00:00,0.73,2.6
2011-07-21 00:00:00+00:00,1.6,3.0
2011-07-22 00:00:00+00:00,1.96,3.7
2011-07-23 00:00:00+00:00,0.64,2.7
2011-07-24 00:00:00+00:00,2.5,3.9
2011-07-25 00:00:00+00:00,2.06,3.4
2011-07-26 00:00:00+00:00,2.96,3.8
2011-07-27 00:00:00+00:00,2.02,3.8
2011-07-28 00:00:00+00:00,1.27,3.7
2011-07-29 00:00:00+00:00,1.59,3.7
2011-07-30 00:00:00+00:00,0.71,2.4
2011-07-31 00:00:00+00:00,3.64,4.4
2011-08-01 00:00:00+00:00,3.75,4.4
2011-08-02 00:00:00+00:00,4.95,5.2
2011-08-03 00:00:00+00:00,1.48,3.0
2011-08-04 00:00:00+00:00,1.99,3.9
2011-08-05 00:00:00+00:00,0.86,3.0
2011-08-06 00:00:00+00:00,3.43,4.8
2011-08-07 00:00:00+00:00,0.29,1.4
2011-08-08 00:00:00+00:00,1.6,3.2
2011-08-09 00:00:00+00:00,0.75,2.4
2011-08-10 00:00:00+00:00,3.5,4.1
2011-08-11 00:00:00+00:00,4.47,4.5
2011-08-12 00:00:00+00:00,4.54,4.7
2011-08-13 00:00:00+00:00,3.78,4.4
2011-08-14 00:00:00+00:00,3.33,4.7
2011-08-15 00:00:00+00:00,0.52,2.4
2011-08-16 00:00:00+00:00,3.38,4.6
2011-08-17 00:00:00+00:00,3.45,4.5
2011-08-18 00:00:00+00:00,3.79,4.8
2011-08-19 00:00:00+00:00,2.75,4.4
2011-08-20 00:00:00+00:00,4.59,5.2
2011-08-21 00:00:00+00:00,4.81,5.1
2011-08-22 00:00:00+00:00,5.59,5.7
2011-08-23 00:00:00+00:00,6.44,6.7
2011-08-24 00:00:00+00:00,4.82,5.4
2011-08-25 00:00:00+00:00,5.68,6.8
2011-08-26 00:00:00+00:00,5.19,7.3
2011-08-27 00:00:00+00:00,0.99,2.2
2011-08-28 00:00:00+00:00,3.63,3.7
2011-08-29 00:00:00+00:00,3.35,3.8
2011-08-30 00:00:00+00:00,2.92,3.6
2011-08-31 00:00:00+00:00,2.76,3.6
2011-09-01 00:00:00+00:00,0.94,1.9
2011-09-02 00:00:00+00:00,1.75,3.1
2011-09-03 00:00:00+00:00,3.15,4.5
2011-09-04 00:00:00+00:00,0.34,1.7
2011-09-05 00:00:00+00:00,0.3,1.4
2011-09-06 00:00:00+00:00,2.86,3.3
2011-09-07 00:00:00+00:00,1.09,2.2
2011-09-08 00:00:00+00:00,0.51,1.5
2011-09-09 00:00:00+00:00,1.67,3.0
2011-09-10 00:00:00+00:00,3.87,4.8
2011-09-11 00:00:00+00:00,3.24,4.9
2011-09-12 00:00:00+00:00,2.21,3.2
2011-09-13 00:00:00+00:00,2.73,3.4
2011-09-14 00:00:00+00:00,1.25,2.4
2011-09-15 00:00:00+00:00,1.83,2.8
2011-09-16 00:00:00+00:00,2.5,3.0
2011-09-17 00:00:00+00:00,1.02,2.5
2011-09-18 00:00:00+00:00,0.27,1.2
2011-09-19 00:00:00+00:00,0.23,0.9
2011-09-20 00:00:00+00:00,1.08,2.0
2011-09-21 00:00:00+00:00,2.39,2.5
2011-09-22 00:00:00+00:00,2.15,2.5
2011-09-23 00:00:00+00:00,2.38,2.6
2011-09-24 00:00:00+00:00,2.29,2.7
2011-09-25 00:00:00+00:00,2.14,2.6
2011-09-26 00:00:00+00:00,2.09,2.6
2011-09-27 00:00:00+00:00,2.06,2.6
2011-09-28 00:00:00+00:00,2.22,2.7
2011-09-29 00:00:00+00:00,2.07,2.5
2011-09-30 00:00:00+00:00,1.75,2.2
2011-10-01 00:00:00+00:00,1.57,2.2
2011-10-02 00:00:00+00:00,1.42,2.1
2011-10-03 00:00:00+00:00,1.62,2.2
2011-10-04 00:00:00+00:00,1.58,2.2
2011-10-05 00:00:00+00:00,1.49,1.9
2011-10-06 00:00:00+00:00,1.84,2.3
2011-10-07 00:00:00+00:00,0.57,2.0
2011-10-08 00:00:00+00:00,0.11,0.5
2011-10-09 00:00:00+00:00,0.65,1.2
2011-10-10 00:00:00+00:00,0.13,0.7
2011-10-11 00:00:00+00:00,1.11,1.8
2011-10-12 00:00:00+00:00,1.27,1.6
2011-10-13 00:00:00+00:00,0.6,1.5
2011-10-14 00:00:00+00:00,1.06,1.3
2011-10-15 00:00:00+00:00,1.05,1.2
2011-10-16 00:00:00+00:00,1.0,1.1
2011-10-17 00:00:00+00:00,1.15,1.2
2011-10-18 00:00:00+00:00,1.76,1.9
2011-10-19 00:00:00+00:00,0.33,2.1
2011-10-20 00:00:00+00:00,0.25,0.9
2011-10-21 00:00:00+00:00,1.38,1.2
2011-10-22 00:00:00+00:00,1.41,1.0
2011-10-23 00:00:00+00:00,1.73,1.4
2011-10-24 00:00:00+00:00,2.51,3.0
2011-10-25 00:00:00+00:00,0.5,2.6
2011-10-26 00:00:00+00:00,0.22,0.9
2011-10-27 00:00:00+00:00,1.91,3.4
2011-10-28 00:00:00+00:00,1.62,1.5
2011-10-29 00:00:00+00:00,1.15,1.1
2011-10-30 00:00:00+00:00,1.02,1.0
2011-10-31 00:00:00+00:00,0.66,0.9
2011-11-01 00:00:00+00:00,0.89,1.0
2011-11-02 00:00:00+00:00,1.5,1.2
2011-11-03 00:00:00+00:00,0.86,3.3
2011-11-04 00:00:00+00:00,0.92,3.5
2011-11-05 00:00:00+00:00,0.95,2.4
2011-11-06 00:00:00+00:00,0.42,1.7
2011-11-07 00:00:00+00:00,0.43,1.6
2011-11-08 00:00:00+00:00,1.1,2.5
2011-11-09 00:00:00+00:00,1.09,1.4
2011-11-10 00:00:00+00:00,0.78,1.0
2011-11-11 00:00:00+00:00,0.6,0.5
2011-11-12 00:00:00+00:00,1.14,1.0
2011-11-13 00:00:00+00:00,0.76,0.6
2011-11-14 00:00:00+00:00,0.7,0.7
2011-11-15 00:00:00+00:00,0.4,0.4
2011-11-16 00:00:00+00:00,0.45,0.4
2011-11-17 00:00:00+00:00,1.03,0.6
2011-11-18 00:00:00+00:00,0.99,0.5
2011-11-19 00:00:00+00:00,0.97,0.4
2011-11-20 00:00:00+00:00,0.49,0.5
2011-11-21 00:00:00+00:00,0.98,0.8
2011-11-22 00:00:00+00:00,0.77,0.7
2011-11-23 00:00:00+00:00,0.32,0.4
2011-11-24 00:00:00+00:00,0.28,0.3
2011-11-25 00:00:00+00:00,0.54,0.3
2011-11-26 00:00:00+00:00,0.56,0.6
2011-11-27 00:00:00+00:00,0.98,0.7
2011-11-28 00:00:00+00:00,0.52,0.4
2011-11-29 00:00:00+00:00,0.18,0.4
2011-11-30 00:00:00+00:00,0.53,0.5
2011-12-01 00:00:00+00:00,0.76,1.3
2011-12-02 00:00:00+00:00,0.74,2.2
2011-12-03 00:00:00+00:00,0.11,0.6
2011-12-04 00:00:00+00:00,0.51,0.7
2011-12-05 00:00:00+00:00,0.17,1.0
2011-12-06 00:00:00+00:00,0.07,0.4
2011-12-07 00:00:00+00:00,0.03,0.4
2011-12-08 00:00:00+00:00,0.48,0.6
2011-12-09 00:00:00+00:00,0.48,0.8
2011-12-10 00:00:00+00:00,0.4,0.4
2011-12-11 00:00:00+00:00,0.4,0.2
2011-12-12 00:00:00+00:00,0.14,1.1
2011-12-13 00:00:00+00:00,0.54,1.5
2011-12-14 00:00:00+00:00,0.35,1.3
2011-12-15 00:00:00+00:00,0.08,0.5
2011-12-16 00:00:00+00:00,0.08,0.9
2011-12-17 00:00:00+00:00,0.07,0.6
2011-12-18 00:00:00+00:00,0.18,0.2
2011-12-19 00:00:00+00:00,0.16,0.2
2011-12-20 00:00:00+00:00,0.08,0.4
2011-12-21 00:00:00+00:00,0.02,0.2
2011-12-22 00:00:00+00:00,0.02,0.3
2011-12-23 00:00:00+00:00,0.11,0.2
2011-12-24 00:00:00+00:00,0.08,0.7
2011-12-25 00:00:00+00:00,0.2,0.5
2011-12-26 00:00:00+00:00,0.36,0.4
2011-12-27 00:00:00+00:00,0.2,0.1
2011-12-28 00:00:00+00:00,0.18,0.2
2011-12-29 00:00:00+00:00,0.14,0.5
2011-12-30 00:00:00+00:00,0.05,0.4
2011-12-31 00:00:00+00:00,0.03,0.3
2012-01-01 00:00:00+00:00,0.09,0.2
2012-01-02 00:00:00+00:00,0.06,0.8
2012-01-03 00:00:00+00:00,0.25,0.5
2012-01-04 00:00:00+00:00,0.08,0.7
2012-01-05 00:00:00+00:00,0.05,0.7
2012-01-06 00:00:00+00:00,0.06,0.9
2012-01-07 00:00:00+00:00,0.04,0.4
2012-01-08 00:00:00+00:00,0.04,0.6
2012-01-09 00:00:00+00:00,0.03,0.2
2012-01-10 00:00:00+00:00,0.07,0.3
2012-01-11 00:00:00+00:00,0.17,0.2
2012-01-12 00:00:00+00:00,0.17,0.3
2012-01-13 00:00:00+00:00,0.05,0.5
2012-01-14 00:00:00+00:00,0.27,0.3
2012-01-15 00:00:00+00:00,0.31,0.4
2012-01-16 00:00:00+00:00,0.26,0.3
2012-01-17 00:00:00+00:00,0.25,0.3
2012-01-18 00:00:00+00:00,0.27,0.6
2012-01-19 00:00:00+00:00,0.06,0.5
2012-01-20 00:00:00+00:00,0.03,0.6
2012-01-21 00:00:00+00:00,0.03,0.5
2012-01-22 00:00:00+00:00,0.02,0.3
2012-01-23 00:00:00+00:00,0.04,0.3
2012-01-24 00:00:00+00:00,0.03,0.4
2012-01-25 00:00:00+00:00,0.03,0.3
2012-01-26 00:00:00+00:00,0.19,0.5
2012-01-27 00:00:00+00:00,0.06,0.4
2012-01-28 00:00:00+00:00,0.02,0.4
2012-01-29 00:00:00+00:00,0.18,0.4
2012-01-30 00:00:00+00:00,0.05,0.5
2012-01-31 00:00:00+00:00,0.05,0.4
2012-02-01 00:00:00+00:00,0.04,0.4
2012-02-02 00:00:00+00:00,0.05,0.3
2012-02-03 00:00:00+00:00,0.08,0.5
2012-02-04 00:00:00+00:00,0.29,0.4
2012-02-05 00:00:00+00:00,0.46,0.5
2012-02-06 00:00:00+00:00,0.43,0.4
2012-02-07 00:00:00+00:00,0.34,0.4
2012-02-08 00:00:00+00:00,0.38,0.4
2012-02-09 00:00:00+00:00,0.16,0.4
2012-02-10 00:00:00+00:00,0.23,0.6
2012-02-11 00:00:00+00:00,0.36,0.6
2012-02-12 00:00:00+00:00,0.46,0.4
2012-02-13 00:00:00+00:00,0.15,0.4
2012-02-14 00:00:00+00:00,0.15,0.6
2012-02-15 00:00:00+00:00,0.05,0.7
2012-02-16 00:00:00+00:00,0.22,0.9
2012-02-17 00:00:00+00:00,0.41,0.9
2012-02-18 00:00:00+00:00,0.5,0.9
2012-02-19 00:00:00+00:00,0.09,0.8
2012-02-20 00:00:00+00:00,0.19,0.9
2012-02-21 00:00:00+00:00,0.72,1.0
2012-02-22 00:00:00+00:00,0.78,1.2
2012-02-23 00:00:00+00:00,0.17,0.9
2012-02-24 00:00:00+00:00,0.76,1.5
2012-02-25 00:00:00+00:00,0.19,0.8
2012-02-26 00:00:00+00:00,0.16,0.9
2012-02-27 00:00:00+00:00,0.72,1.1
2012-02-28 00:00:00+00:00,0.97,1.3
2012-02-29 00:00:00+00:00,1.11,1.6
2012-03-01 00:00:00+00:00,1.07,2.2
2012-03-02 00:00:00+00:00,1.24,2.1
2012-03-03 00:00:00+00:00,1.11,2.0
2012-03-04 00:00:00+00:00,0.54,1.4
2012-03-05 00:00:00+00:00,0.22,1.4
2012-03-06 00:00:00+00:00,0.45,1.1
2012-03-07 00:00:00+00:00,1.36,1.7
2012-03-08 00:00:00+00:00,0.35,1.4
2012-03-09 00:00:00+00:00,1.16,1.7
2012-03-10 00:00:00+00:00,1.7,1.8
2012-03-11 00:00:00+00:00,0.32,1.2
2012-03-12 00:00:00+00:00,1.13,1.9
2012-03-13 00:00:00+00:00,1.6,2.1
2012-03-14 00:00:00+00:00,1.97,2.7
2012-03-15 00:00:00+00:00,2.53,3.1
2012-03-16 00:00:00+00:00,2.77,3.5
2012-03-17 00:00:00+00:00,1.6,3.7
2012-03-18 00:00:00+00:00,1.35,3.3
2012-03-19 00:00:00+00:00,0.16,0.8
2012-03-20 00:00:00+00:00,2.08,2.8
2012-03-21 00:00:00+00:00,1.96,3.7
2012-03-22 00:00:00+00:00,3.06,4.1
2012-03-23 00:00:00+00:00,3.15,3.6
2012-03-24 00:00:00+00:00,2.69,3.1
2012-03-25 00:00:00+00:00,1.98,2.5
2012-03-26 00:00:00+00:00,2.82,3.0
2012-03-27 00:00:00+00:00,2.96,3.1
2012-03-28 00:00:00+00:00,3.08,3.7
2012-03-29 00:00:00+00:00,2.3,3.5
2012-03-30 00:00:00+00:00,0.46,2.0
2012-03-31 00:00:00+00:00,2.55,3.3
2012-04-01 00:00:00+00:00,2.39,2.9
2012-04-02 00:00:00+00:00,3.65,3.5
2012-04-03 00:00:00+00:00,1.14,3.7
2012-04-04 00:00:00+00:00,1.32,3.0
2012-04-05 00:00:00+00:00,0.3,1.6
2012-04-06 00:00:00+00:00,0.7,2.2
2012-04-07 00:00:00+00:00,0.33,1.5
2012-04-08 00:00:00+00:00,0.99,1.7
2012-04-09 00:00:00+00:00,2.22,2.4
2012-04-10 00:00:00+00:00,3.87,5.2
2012-04-11 00:00:00+00:00,0.35,1.4
2012-04-12 00:00:00+00:00,2.62,3.5
2012-04-13 00:00:00+00:00,0.45,1.7
2012-04-14 00:00:00+00:00,0.62,2.2
2012-04-15 00:00:00+00:00,0.34,1.8
2012-04-16 00:00:00+00:00,1.05,2.4
2012-04-17 00:00:00+00:00,2.25,2.8
2012-04-18 00:00:00+00:00,0.31,1.1
2012-04-19 00:00:00+00:00,2.47,3.3
2012-04-20 00:00:00+00:00,0.39,1.5
2012-04-21 00:00:00+00:00,2.91,3.8
2012-04-22 00:00:00+00:00,1.49,2.3
2012-04-23 00:00:00+00:00,1.33,2.8
2012-04-24 00:00:00+00:00,0.59,1.5
2012-04-25 00:00:00+00:00,3.21,4.5
2012-04-26 00:00:00+00:00,4.28,5.6
2012-04-27 00:00:00+00:00,5.89,6.7
2012-04-28 00:00:00+00:00,5.14,7.3
2012-04-29 00:00:00+00:00,4.53,6.8
2012-04-30 00:00:00+00:00,3.34,5.3
2012-05-01 00:00:00+00:00,1.52,3.0
2012-05-02 00:00:00+00:00,2.97,4.3
2012-05-03 00:00:00+00:00,2.87,4.2
2012-05-04 00:00:00+00:00,3.46,4.3
2012-05-05 00:00:00+00:00,0.55,2.0
2012-05-06 00:00:00+00:00,0.22,1.2
2012-05-07 00:00:00+00:00,2.51,3.9
2012-05-08 00:00:00+00:00,2.11,3.7
2012-05-09 00:00:00+00:00,2.0,3.9
2012-05-10 00:00:00+00:00,5.29,5.4
2012-05-11 00:00:00+00:00,6.01,5.9
2012-05-12 00:00:00+00:00,0.62,2.5
2012-05-13 00:00:00+00:00,3.47,4.5
2012-05-14 00:00:00+00:00,5.6,4.3
2012-05-15 00:00:00+00:00,4.42,4.8
2012-05-16 00:00:00+00:00,0.83,2.2
2012-05-17 00:00:00+00:00,4.51,4.0
2012-05-18 00:00:00+00:00,3.57,5.0
2012-05-19 00:00:00+00:00,4.74,5.6
2012-05-20 00:00:00+00:00,2.94,5.8
2012-05-21 00:00:00+00:00,2.04,4.1
2012-05-22 00:00:00+00:00,3.09,4.2
2012-05-23 00:00:00+00:00,1.15,3.3
2012-05-24 00:00:00+00:00,2.63,4.4
2012-05-25 00:00:00+00:00,5.3,5.5
2012-05-26 00:00:00+00:00,5.91,5.6
2012-05-27 00:00:00+00:00,2.55,3.1
2012-05-28 00:00:00+00:00,2.17,4.0
2012-05-29 00:00:00+00:00,2.55,3.9
2012-05-30 00:00:00+00:00,5.34,5.3
2012-05-31 00:00:00+00:00,1.97,3.9
2012-06-01 00:00:00+00:00,0.53,2.4
2012-06-02 00:00:00+00:00,4.5,5.3
2012-06-03 00:00:00+00:00,0.86,3.7
2012-06-04 00:00:00+00:00,0.84,2.7
2012-06-05 00:00:00+00:00,3.86,4.9
2012-06-06 00:00:00+00:00,0.78,2.4
2012-06-07 00:00:00+00:00,2.04,4.9
2012-06-08 00:00:00+00:00,0.61,2.3
2012-06-09 00:00:00+00:00,0.87,2.9
2012-06-10 00:00:00+00:00,0.78,2.9
2012-06-11 00:00:00+00:00,1.64,4.0
2012-06-12 00:00:00+00:00,0.23,1.2
2012-06-13 00:00:00+00:00,1.57,3.6
2012-06-14 00:00:00+00:00,4.24,4.4
2012-06-15 00:00:00+00:00,6.9,6.4
2012-06-16 00:00:00+00:00,7.87,7.1
2012-06-17 00:00:00+00:00,4.75,5.3
2012-06-18 00:00:00+00:00,6.16,6.7
2012-06-19 00:00:00+00:00,4.24,5.9
2012-06-20 00:00:00+00:00,1.15,2.9
2012-06-21 00:00:00+00:00,2.9,4.9
2012-06-22 00:00:00+00:00,2.94,5.0
2012-06-23 00:00:00+00:00,3.43,4.6
2012-06-24 00:00:00+00:00,3.66,4.4
2012-06-25 00:00:00+00:00,0.3,2.0
2012-06-26 00:00:00+00:00,0.27,1.7
2012-06-27 00:00:00+00:00,2.98,4.7
2012-06-28 00:00:00+00:00,5.61,6.2
2012-06-29 00:00:00+00:00,6.58,6.9
2012-06-30 00:00:00+00:00,8.28,8.0
2012-07-01 00:00:00+00:00,3.31,5.0
2012-07-02 00:00:00+00:00,0.57,2.3
2012-07-03 00:00:00+00:00,1.47,4.3
2012-07-04 00:00:00+00:00,2.07,4.0
2012-07-05 00:00:00+00:00,3.8,5.2
2012-07-06 00:00:00+00:00,0.48,2.2
2012-07-07 00:00:00+00:00,3.05,4.7
2012-07-08 00:00:00+00:00,1.59,4.0
2012-07-09 00:00:00+00:00,3.12,5.0
2012-07-10 00:00:00+00:00,2.37,4.6
2012-07-11 00:00:00+00:00,1.78,4.0
2012-07-12 00:00:00+00:00,4.13,4.9
2012-07-13 00:00:00+00:00,1.73,3.8
2012-07-14 00:00:00+00:00,0.5,2.0
2012-07-15 00:00:00+00:00,1.89,4.0
2012-07-16 00:00:00+00:00,3.63,4.3
2012-07-17 00:00:00+00:00,2.75,4.1
2012-07-18 00:00:00+00:00,6.07,5.6
2012-07-19 00:00:00+00:00,2.36,3.8
2012-07-20 00:00:00+00:00,0.65,2.9
2012-07-21 00:00:00+00:00,0.88,3.1
2012-07-22 00:00:00+00:00,3.51,4.6
2012-07-23 00:00:00+00:00,5.2,4.6
2012-07-24 00:00:00+00:00,5.69,5.7
2012-07-25 00:00:00+00:00,1.47,2.9
2012-07-26 00:00:00+00:00,5.44,5.5
2012-07-27 00:00:00+00:00,5.16,6.2
2012-07-28 00:00:00+00:00,0.66,2.0
2012-07-29 00:00:00+00:00,2.29,4.4
2012-07-30 00:00:00+00:00,0.89,3.1
2012-07-31 00:00:00+00:00,3.75,4.6
2012-08-01 00:00:00+00:00,6.22,6.3
2012-08-02 00:00:00+00:00,4.24,5.3
2012-08-03 00:00:00+00:00,2.5,4.7
2012-08-04 00:00:00+00:00,1.58,3.2
2012-08-05 00:00:00+00:00,1.49,3.3
2012-08-06 00:00:00+00:00,1.05,2.7
2012-08-07 00:00:00+00:00,3.93,4.5
2012-08-08 00:00:00+00:00,3.85,4.6
2012-08-09 00:00:00+00:00,3.05,4.1
2012-08-10 00:00:00+00:00,4.11,4.6
2012-08-11 00:00:00+00:00,3.8,4.1
2012-08-12 00:00:00+00:00,2.71,3.9
2012-08-13 00:00:00+00:00,3.68,4.4
2012-08-14 00:00:00+00:00,2.85,4.2
2012-08-15 00:00:00+00:00,4.41,5.5
2012-08-16 00:00:00+00:00,2.04,3.6
2012-08-17 00:00:00+00:00,3.6,4.4
2012-08-18 00:00:00+00:00,4.61,5.0
2012-08-19 00:00:00+00:00,5.43,5.5
2012-08-20 00:00:00+00:00,4.21,5.2
2012-08-21 00:00:00+00:00,4.19,5.0
2012-08-22 00:00:00+00:00,3.04,4.3
2012-08-23 00:00:00+00:00,2.07,3.9
2012-08-24 00:00:00+00:00,0.96,2.9
2012-08-25 00:00:00+00:00,0.41,1.8
2012-08-26 00:00:00+00:00,1.79,3.4
2012-08-27 00:00:00+00:00,3.7,3.7
2012-08-28 00:00:00+00:00,3.3,4.4
2012-08-29 00:00:00+00:00,3.21,3.9
2012-08-30 00:00:00+00:00,0.22,1.1
2012-08-31 00:00:00+00:00,0.25,1.2
2012-09-01 00:00:00+00:00,0.23,0.9
2012-09-02 00:00:00+00:00,2.45,3.3
2012-09-03 00:00:00+00:00,1.3,2.5
2012-09-04 00:00:00+00:00,1.26,2.6
2012-09-05 00:00:00+00:00,1.91,2.9
2012-09-06 00:00:00+00:00,1.84,3.1
2012-09-07 00:00:00+00:00,2.59,3.3
2012-09-08 00:00:00+00:00,3.4,3.5
2012-09-09 00:00:00+00:00,3.2,3.4
2012-09-10 00:00:00+00:00,2.84,3.3
2012-09-11 00:00:00+00:00,2.18,3.4
2012-09-12 00:00:00+00:00,0.26,1.2
2012-09-13 00:00:00+00:00,0.57,1.8
2012-09-14 00:00:00+00:00,2.5,2.4
2012-09-15 00:00:00+00:00,2.16,2.6
2012-09-16 00:00:00+00:00,2.33,2.7
2012-09-17 00:00:00+00:00,2.22,2.7
2012-09-18 00:00:00+00:00,2.27,2.9
2012-09-19 00:00:00+00:00,0.35,1.8
2012-09-20 00:00:00+00:00,2.59,2.4
2012-09-21 00:00:00+00:00,3.34,3.0
2012-09-22 00:00:00+00:00,0.26,1.2
2012-09-23 00:00:00+00:00,2.68,3.7
2012-09-24 00:00:00+00:00,0.3,1.3
2012-09-25 00:00:00+00:00,1.44,2.8
2012-09-26 00:00:00+00:00,1.85,4.3
2012-09-27 00:00:00+00:00,1.03,1.9
2012-09-28 00:00:00+00:00,1.72,2.1
2012-09-29 00:00:00+00:00,0.24,1.1
2012-09-30 00:00:00+00:00,0.26,1.3
2012-10-01 00:00:00+00:00,0.32,1.4
2012-10-02 00:00:00+00:00,1.19,1.8
2012-10-03 00:00:00+00:00,1.42,2.0
2012-10-04 00:00:00+00:00,0.31,1.3
2012-10-05 00:00:00+00:00,1.43,2.0
2012-10-06 00:00:00+00:00,1.71,2.1
2012-10-07 00:00:00+00:00,0.18,1.0
2012-10-08 00:00:00+00:00,0.77,1.5
2012-10-09 00:00:00+00:00,0.16,1.0
2012-10-10 00:00:00+00:00,0.12,0.8
2012-10-11 00:00:00+00:00,0.82,1.5
2012-10-12 00:00:00+00:00,0.27,1.0
2012-10-13 00:00:00+00:00,0.38,1.1
2012-10-14 00:00:00+00:00,1.03,2.3
2012-10-15 00:00:00+00:00,0.16,1.1
2012-10-16 00:00:00+00:00,1.19,1.4
2012-10-17 00:00:00+00:00,0.89,2.9
2012-10-18 00:00:00+00:00,2.35,3.8
2012-10-19 00:00:00+00:00,2.56,4.1
2012-10-20 00:00:00+00:00,2.27,2.1
2012-10-21 00:00:00+00:00,2.11,2.1
2012-10-22 00:00:00+00:00,1.12,1.3
2012-10-23 00:00:00+00:00,0.12,0.6
2012-10-24 00:00:00+00:00,0.14,0.7
2012-10-25 00:00:00+00:00,0.77,1.1
2012-10-26 00:00:00+00:00,0.11,0.6
2012-10-27 00:00:00+00:00,0.17,0.9
2012-10-28 00:00:00+00:00,0.22,0.8
2012-10-29 00:00:00+00:00,1.12,0.8
2012-10-30 00:00:00+00:00,0.8,1.3
2012-10-31 00:00:00+00:00,0.98,2.0
2012-11-01 00:00:00+00:00,0.72,1.1
2012-11-02 00:00:00+00:00,1.12,1.6
2012-11-03 00:00:00+00:00,1.59,2.9
2012-11-04 00:00:00+00:00,0.94,2.4
2012-11-05 00:00:00+00:00,0.42,0.8
2012-11-06 00:00:00+00:00,0.14,0.5
2012-11-07 00:00:00+00:00,0.48,0.7
2012-11-08 00:00:00+00:00,0.39,0.7
2012-11-09 00:00:00+00:00,1.01,1.2
2012-11-10 00:00:00+00:00,0.52,2.2
2012-11-11 00:00:00+00:00,0.07,0.5
2012-11-12 00:00:00+00:00,0.11,0.5
2012-11-13 00:00:00+00:00,0.7,0.7
2012-11-14 00:00:00+00:00,0.9,0.9
2012-11-15 00:00:00+00:00,1.02,0.9
2012-11-16 00:00:00+00:00,1.04,0.7
2012-11-17 00:00:00+00:00,0.62,0.4
2012-11-18 00:00:00+00:00,0.63,0.6
2012-11-19 00:00:00+00:00,0.92,0.7
2012-11-20 00:00:00+00:00,0.36,0.4
2012-11-21 00:00:00+00:00,0.38,0.4
2012-11-22 00:00:00+00:00,0.1,0.5
2012-11-23 00:00:00+00:00,0.48,0.6
2012-11-24 00:00:00+00:00,0.72,1.0
2012-11-25 00:00:00+00:00,0.79,1.1
2012-11-26 00:00:00+00:00,0.38,2.3
2012-11-27 00:00:00+00:00,0.17,0.6
2012-11-28 00:00:00+00:00,0.06,0.4
2012-11-29 00:00:00+00:00,0.08,0.5
2012-11-30 00:00:00+00:00,0.25,0.4
2012-12-01 00:00:00+00:00,0.36,0.3
2012-12-02 00:00:00+00:00,0.14,0.5
2012-12-03 00:00:00+00:00,0.27,0.5
2012-12-04 00:00:00+00:00,0.1,0.4
2012-12-05 00:00:00+00:00,0.08,0.2
2012-12-06 00:00:00+00:00,0.1,0.4
2012-12-07 00:00:00+00:00,0.16,0.7
2012-12-08 00:00:00+00:00,0.14,0.5
2012-12-09 00:00:00+00:00,0.21,0.3
2012-12-10 00:00:00+00:00,0.06,0.3
2012-12-11 00:00:00+00:00,0.12,0.4
2012-12-12 00:00:00+00:00,0.54,0.4
2012-12-13 00:00:00+00:00,0.25,1.0
2012-12-14 00:00:00+00:00,0.27,1.5
2012-12-15 00:00:00+00:00,0.18,0.5
2012-12-16 00:00:00+00:00,0.25,0.4
2012-12-17 00:00:00+00:00,0.09,0.3
2012-12-18 00:00:00+00:00,0.05,0.2
2012-12-19 00:00:00+00:00,0.21,0.2
2012-12-20 00:00:00+00:00,0.12,0.8
2012-12-21 00:00:00+00:00,0.04,0.3
2012-12-22 00:00:00+00:00,0.14,0.5
2012-12-23 00:00:00+00:00,0.1,0.3
2012-12-24 00:00:00+00:00,0.24,1.3
2012-12-25 00:00:00+00:00,0.35,2.3
2012-12-26 00:00:00+00:00,0.13,0.3
2012-12-27 00:00:00+00:00,0.09,0.9
2012-12-28 00:00:00+00:00,0.16,0.4
2012-12-29 00:00:00+00:00,0.39,1.1
2012-12-30 00:00:00+00:00,0.28,0.4
2012-12-31 00:00:00+00:00,0.53,1.6
2013-01-01 00:00:00+00:00,0.2,1.8
2013-01-02 00:00:00+00:00,0.14,0.5
2013-01-03 00:00:00+00:00,0.11,0.8
2013-01-04 00:00:00+00:00,0.04,0.4
2013-01-05 00:00:00+00:00,0.03,0.5
2013-01-06 00:00:00+00:00,0.04,0.4
2013-01-07 00:00:00+00:00,0.18,0.2
2013-01-08 00:00:00+00:00,0.34,0.5
2013-01-09 00:00:00+00:00,0.12,0.7
2013-01-10 00:00:00+00:00,0.03,0.3
2013-01-11 00:00:00+00:00,0.02,0.4
2013-01-12 00:00:00+00:00,0.16,0.2
2013-01-13 00:00:00+00:00,0.11,0.2
2013-01-14 00:00:00+00:00,0.03,0.4
2013-01-15 00:00:00+00:00,0.12,0.6
2013-01-16 00:00:00+00:00,0.05,0.7
2013-01-17 00:00:00+00:00,0.05,0.7
2013-01-18 00:00:00+00:00,0.3,0.6
2013-01-19 00:00:00+00:00,0.21,1.4
2013-01-20 00:00:00+00:00,0.06,1.1
2013-01-21 00:00:00+00:00,0.02,0.3
